term,tf,df,doc_frac,idf,jargon_score
correlated,88,87,0.0087,5.733103552498309,25.733817117184444
orthopedist,87,86,0.0086,5.744532248321932,25.72020571736905
symmetrically,87,84,0.0084,5.767789110486199,25.82433452252637
hypertrophy,87,79,0.0079,5.828413732302635,26.095771373648915
improvement,87,75,0.0075,5.879707026690185,26.32542872894616
submission,87,87,0.0087,5.733103552498309,25.66903559681647
tapers,87,80,0.008,5.815991212304077,26.04015156753078
healed,87,65,0.0065,6.020785624950091,26.95708513067022
echocardiography,86,84,0.0084,5.767789110486199,25.758416215207816
known,86,84,0.0084,5.767789110486199,25.758416215207816
coughing,86,68,0.0068,5.976333862379256,26.689757915789826
sternum,86,77,0.0077,5.853731540286924,26.142227210191777
placed,86,79,0.0079,5.828413732302635,26.0291602059682
fifth,86,57,0.0057,6.149997356430097,27.465323123785396
creating,86,82,0.0082,5.791599759179918,25.864752384519527
lucencies,86,71,0.0071,5.933774247960461,26.49969058823012
compatible,86,79,0.0079,5.828413732302635,26.0291602059682
definitively,85,85,0.0085,5.756093070723009,25.639637606558583
orad,85,66,0.0066,6.00574774758555,26.75168624143829
elbows,85,69,0.0069,5.961945124927157,26.55657414763106
palate,85,49,0.0049,6.29841736154837,28.05533834508913
motion,85,67,0.0067,5.990932661800409,26.68569470412748
diagnostic,85,81,0.0081,5.803721119712263,25.851789477799695
options,85,85,0.0085,5.756093070723009,25.639637606558583
transiting,85,83,0.0083,5.779623568133203,25.74445061407718
breed-related,84,59,0.0059,6.116095804754416,27.171680711807358
found,84,69,0.0069,5.961945124927157,26.48684300038395
esophagitis,84,83,0.0083,5.779623568133203,25.67685190700802
arterial,83,55,0.0055,6.185088676241367,27.4049948090258
physical,83,79,0.0079,5.828413732302635,25.82463347569557
obscures,83,79,0.0079,5.828413732302635,25.82463347569557
dorsolateral,83,68,0.0068,5.976333862379256,26.480040472926152
caudate,83,48,0.0048,6.318620068865889,27.996647946639474
bony,83,64,0.0064,6.036053097080879,26.74464546125617
decompensation,83,82,0.0082,5.791599759179918,25.661517505151267
shallow,82,76,0.0076,5.866634945122832,25.923724726627338
pain,82,74,0.0074,5.892952253440206,26.040016717308053
infarct,82,79,0.0079,5.828413732302635,25.754831279338216
corresponding,82,77,0.0077,5.853731540286924,25.86670663735959
megaesophagus,82,71,0.0071,5.933774247960461,26.220402604385406
apical,82,65,0.0065,6.020785624950091,26.604892010367482
mammary,82,40,0.004,6.496868300272208,28.708625468749297
digits,82,69,0.0069,5.961945124927157,26.344885219483082
notably,81,76,0.0076,5.866634945122832,25.85261312934585
mass-like,81,61,0.0061,6.083305981931424,26.807421557574976
graded,81,81,0.0081,5.803721119712263,25.575369563990073
fills,81,78,0.0078,5.8409925145094945,25.73961413681542
auricular,81,73,0.0073,5.906375273772346,26.02773760049827
planes,81,75,0.0075,5.879707026690185,25.910218122790514
temporomandibular,81,62,0.0062,6.0673056405849835,26.736912545400816
physis,80,40,0.004,6.496868300272208,28.55015741014937
arises,80,70,0.007,5.947760489935201,26.137131057189876
haste,80,58,0.0058,6.132902923070796,26.950730065976593
cast,80,67,0.0067,5.990932661800409,26.326848971348312
uterus,80,61,0.0061,6.083305981931424,26.73277882991234
sites,80,70,0.007,5.947760489935201,26.137131057189876
care,80,79,0.0079,5.828413732302635,25.61266779899855
persists,80,79,0.0079,5.828413732302635,25.61266779899855
corroborated,80,73,0.0073,5.906375273772346,25.955265829007082
fabellae,80,73,0.0073,5.906375273772346,25.955265829007082
opacification,80,56,0.0056,6.167389099141966,27.10227781326043
us,80,80,0.008,5.815991212304077,25.558077666491986
weighted,80,56,0.0056,6.167389099141966,27.10227781326043
progressively,80,65,0.0065,6.020785624950091,26.4580363000259
phalanges,80,63,0.0063,6.0515572836168445,26.593260789441885
nephroliths,79,70,0.007,5.947760489935201,26.063244883557022
algorithms,79,74,0.0074,5.892952253440206,25.823073731436452
pituitary,79,65,0.0065,6.020785624950091,26.383242970192928
apicobasilar,79,79,0.0079,5.828413732302635,25.540264212849152
heartworm,79,62,0.0062,6.0673056405849835,26.587094917750473
enthesopathy,79,63,0.0063,6.0515572836168445,26.518085198063734
otitis,79,63,0.0063,6.0515572836168445,26.518085198063734
progression,79,68,0.0068,5.976333862379256,26.188454162649332
granulomas,79,78,0.0078,5.8409925145094945,25.595384771511373
enhance,79,53,0.0053,6.2214563204122415,27.262587302506603
min,79,41,0.0041,6.472770748693148,28.363853820911373
gluteal,79,56,0.0056,6.167389099141966,27.025663298837447
cytology,79,74,0.0074,5.892952253440206,25.823073731436452
therefore,78,75,0.0075,5.879707026690185,25.691073240906686
decrease,78,64,0.0064,6.036053097080879,26.374219242416963
under,78,77,0.0077,5.853731540286924,25.57757470762517
stable,78,63,0.0063,6.0515572836168445,26.441963976980784
value,77,75,0.0075,5.879707026690185,25.616171501529944
must,77,74,0.0074,5.892952253440206,25.673877097823265
determined,77,74,0.0074,5.892952253440206,25.673877097823265
chamber,77,66,0.0066,6.00574774758555,26.1652942227771
bridging,77,67,0.0067,5.990932661800409,26.100749207768814
habitus,77,65,0.0065,6.020785624950091,26.23080987582587
partner,77,71,0.0071,5.933774247960461,25.851726641672734
excessive,77,70,0.007,5.947760489935201,25.912660625536297
internist,77,77,0.0077,5.853731540286924,25.5030038706393
lipid,77,77,0.0077,5.853731540286924,25.5030038706393
medulla,77,63,0.0063,6.0515572836168445,26.364873032751195
zygomatic,76,53,0.0053,6.2214563204122415,27.024795696432566
many,76,63,0.0063,6.0515572836168445,26.286787339233
where,76,72,0.0072,5.919980925828125,25.715245242882602
volvulus,76,63,0.0063,6.0515572836168445,26.286787339233
considering,76,74,0.0074,5.892952253440206,25.59783794921845
transudate,76,57,0.0057,6.149997356430097,26.71439186124688
separate,76,72,0.0072,5.919980925828125,25.715245242882602
capsular,76,68,0.0068,5.976333862379256,25.960031434210784
potentially,76,70,0.007,5.947760489935201,25.83591426406765
therapies,76,65,0.0065,6.020785624950091,26.153121241476928
severity,76,69,0.0069,5.961945124927157,25.897529558452725
they,76,72,0.0072,5.919980925828125,25.715245242882602
ears,76,76,0.0076,5.866634945122832,25.48352068266085
suppression,75,48,0.0048,6.318620068865889,27.364258596839818
ellipsoid,75,51,0.0051,6.259196648395089,27.10691160861307
insertion,75,59,0.0059,6.116095804754416,26.487180014035307
fascial,75,71,0.0071,5.933774247960461,25.697593969374818
parasitic,75,73,0.0073,5.906375273772346,25.578936318368704
csf,75,61,0.0061,6.083305981931424,26.345176035113695
endocardiosis,75,73,0.0073,5.906375273772346,25.578936318368704
laryngeal,75,55,0.0055,6.185088676241367,26.785969742825937
recurrent,75,65,0.0065,6.020785624950091,26.074417040688033
ureters,75,57,0.0057,6.149997356430097,26.63399859416462
subluxations,75,67,0.0067,5.990932661800409,25.945131817869367
cavitary,75,43,0.0043,6.426250733058255,27.830378302694857
background,75,75,0.0075,5.879707026690185,25.463443251602996
incomplete,75,69,0.0069,5.961945124927157,25.81959452547959
stress,74,59,0.0059,6.116095804754416,26.40617093827648
susceptibility,74,66,0.0066,6.00574774758555,25.929744513098083
brainstem,74,65,0.0065,6.020785624950091,25.994670369872303
gastroenterocolitis,74,74,0.0074,5.892952253440206,25.4427513078651
passage,74,60,0.006,6.099566502803205,26.334805873577075
asymmetric,74,65,0.0065,6.020785624950091,25.994670369872303
semi-formed,73,60,0.006,6.099566502803205,26.25293126839271
cerebellar,73,42,0.0042,6.449240251282954,27.757949843234254
pursued,73,72,0.0072,5.919980925828125,25.479983255291337
labeled,73,70,0.007,5.947760489935201,25.59954830746903
depending,73,73,0.0073,5.906375273772346,25.421423643207778
non-contrast,72,65,0.0065,6.020785624950091,25.831936527697632
bubbles,72,67,0.0067,5.990932661800409,25.703853600105827
reveal,72,71,0.0071,5.933774247960461,25.458617743805153
standard,72,69,0.0069,5.961945124927157,25.579483748852343
barium,72,26,0.0026,6.914603500972187,29.666825872543836
chain,72,57,0.0057,6.149997356430097,26.386314220933155
oral,72,60,0.006,6.099566502803205,26.169942688864484
determine,72,68,0.0068,5.976333862379256,25.641218043299908
signalment,72,71,0.0071,5.933774247960461,25.458617743805153
contusion,72,64,0.0064,6.036053097080879,25.897440997643642
ilial,71,55,0.0055,6.185088676241367,26.451559184791318
fibula,71,47,0.0047,6.339239356068625,27.110810174431844
tooth,71,39,0.0039,6.521560912862579,27.89053859913881
disuse,71,70,0.007,5.947760489935201,25.436585771328208
cerebral,71,44,0.0044,6.403777877206196,27.3868198811523
indistinctly,71,54,0.0054,6.203107181744045,26.528618316789924
ventricles,71,60,0.006,6.099566502803205,26.085809403223713
talus,71,29,0.0029,6.809242985314361,29.120858771441668
sacrum,71,57,0.0057,6.149997356430097,26.3014853262829
persistence,71,60,0.006,6.099566502803205,26.085809403223713
timing,71,71,0.0071,5.933774247960461,25.376771284142475
deviated,70,66,0.0066,6.00574774758555,25.60058007021913
non-enhancing,70,42,0.0042,6.449240251282954,27.491046641348724
retention,70,69,0.0069,5.961945124927157,25.413863512051563
maintaining,70,69,0.0069,5.961945124927157,25.413863512051563
dipl,70,70,0.007,5.947760489935201,25.353398953908176
kg,70,63,0.0063,6.0515572836168445,25.795851457636328
iatrogenic,70,67,0.0067,5.990932661800409,25.537428102166167
curvature,70,57,0.0057,6.149997356430097,26.215469975111862
pneumonitis,70,66,0.0066,6.00574774758555,25.60058007021913
necks,70,64,0.0064,6.036053097080879,25.729762073679574
then,70,62,0.0062,6.0673056405849835,25.86298166198088
measure,70,69,0.0069,5.961945124927157,25.413863512051563
even,70,60,0.006,6.099566502803205,26.00049939017449
sedation,70,66,0.0066,6.00574774758555,25.60058007021913
purposes,69,69,0.0069,5.961945124927157,25.3292954966124
hypovolemia,69,68,0.0068,5.976333862379256,25.39042597921674
intertarsal,69,39,0.0039,6.521560912862579,27.706820509031743
my,69,69,0.0069,5.961945124927157,25.3292954966124
neutered,69,64,0.0064,6.036053097080879,25.644142863705415
anesthesia,69,63,0.0063,6.0515572836168445,25.710012326435308
coalescing,69,64,0.0064,6.036053097080879,25.644142863705415
male,68,67,0.0067,5.990932661800409,25.366246951933288
protrusions,68,50,0.005,6.27861473425219,26.58432348615739
pharynx,68,55,0.0055,6.185088676241367,26.18832419558443
effaces,68,62,0.0062,6.0673056405849835,25.68961827818052
shunt,68,44,0.0044,6.403777877206196,27.114277563874786
monitor,68,65,0.0065,6.020785624950091,25.492647577386858
hypoplastic,68,62,0.0062,6.0673056405849835,25.68961827818052
overweight,68,50,0.005,6.27861473425219,26.58432348615739
broad,68,60,0.006,6.099566502803205,25.82621420474261
abnormality,68,61,0.0061,6.083305981931424,25.757365427551264
closed,68,59,0.0059,6.116095804754416,25.896201029650683
hypertrophic,67,64,0.0064,6.036053097080879,25.469172551984872
conjunction,67,67,0.0067,5.990932661800409,25.27878652765803
multiplanar,67,64,0.0064,6.036053097080879,25.469172551984872
matthew,67,64,0.0064,6.036053097080879,25.469172551984872
having,67,62,0.0062,6.0673056405849835,25.601042900106794
submitted,67,66,0.0066,6.00574774758555,25.341298896281277
slice,67,50,0.005,6.27861473425219,26.49266324900935
especially,67,65,0.0065,6.020785624950091,25.404751335690452
hemoabdomen,67,62,0.0062,6.0673056405849835,25.601042900106794
well-formed,67,64,0.0064,6.036053097080879,25.469172551984872
thinning,66,58,0.0058,6.132902923070796,25.786971656077057
recheck,66,64,0.0064,6.036053097080879,25.37974790754795
anomalous,66,57,0.0057,6.149997356430097,25.85884849385558
diagnosed,66,60,0.006,6.099566502803205,25.646802255820997
pelvises,66,64,0.0064,6.036053097080879,25.37974790754795
subjective,66,61,0.0061,6.083305981931424,25.578431763723973
hindlimbs,66,55,0.0055,6.185088676241367,26.006396707270714
baron-chapman,66,63,0.0063,6.0515572836168445,25.44493824624539
pharyngeal,66,48,0.0048,6.318620068865889,26.567855168296038
kenneth,66,66,0.0066,6.00574774758555,25.25232322819688
adrenocortical,66,66,0.0066,6.00574774758555,25.25232322819688
intrahepatic,66,48,0.0048,6.318620068865889,26.567855168296038
phalanx,66,30,0.003,6.77645316249137,28.49290259797603
serial,65,65,0.0065,6.020785624950091,25.22501304429668
bilobed,65,57,0.0057,6.149997356430097,25.766365587817333
condition,65,58,0.0058,6.132902923070796,25.694745814031286
appreciate,65,65,0.0065,6.020785624950091,25.22501304429668
supraspinatus,65,36,0.0036,6.599522454332291,27.649720545903158
max,65,37,0.0037,6.57285420725013,27.537989798053847
meniscal,65,57,0.0057,6.149997356430097,25.766365587817333
arceneaux,65,65,0.0065,6.020785624950091,25.22501304429668
anemia,65,59,0.0059,6.116095804754416,25.624329791077262
culture,65,61,0.0061,6.083305981931424,25.48695175439671
cholecystitis,65,64,0.0064,6.036053097080879,25.288978481308195
temporal,65,35,0.0035,6.626921428520406,27.764512788037052
chested,65,57,0.0057,6.149997356430097,25.766365587817333
celiac,65,65,0.0065,6.020785624950091,25.22501304429668
phase,65,50,0.005,6.27861473425219,26.30522799471667
terminates,65,61,0.0061,6.083305981931424,25.48695175439671
mean,65,39,0.0039,6.521560912862579,27.32308860398889
epicondyle,65,47,0.0047,6.339239356068625,26.559224228993457
pneumoperitoneum,64,58,0.0058,6.132902923070796,25.601111889572472
disorder,64,61,0.0061,6.083305981931424,25.394075049854514
extracranial,64,64,0.0064,6.036053097080879,25.196823208868555
turbinate,64,54,0.0054,6.203107181744045,25.89417165327054
antebrachiocarpal,64,46,0.0046,6.360292765266458,26.550325152137617
plateau,64,41,0.0041,6.472770748693148,27.019851814297528
arthritis,64,50,0.005,6.27861473425219,26.20936941924152
bronchocentric,64,64,0.0064,6.036053097080879,25.196823208868555
diuretic,64,58,0.0058,6.132902923070796,25.601111889572472
cavitations,64,54,0.0054,6.203107181744045,25.89417165327054
llat,64,50,0.005,6.27861473425219,26.20936941924152
opportunity,64,64,0.0064,6.036053097080879,25.196823208868555
factors,64,64,0.0064,6.036053097080879,25.196823208868555
pheochromocytoma,64,63,0.0063,6.0515572836168445,25.261543687774374
consequence,63,59,0.0059,6.116095804754416,25.436127378600194
lymphadenitis,63,62,0.0062,6.0673056405849835,25.233214790201604
trust,63,63,0.0063,6.0515572836168445,25.1677192148161
clearly,63,55,0.0055,6.185088676241367,25.723060664699688
mondays,63,63,0.0063,6.0515572836168445,25.1677192148161
hesitate,63,63,0.0063,6.0515572836168445,25.1677192148161
asymmetry,63,51,0.0051,6.259196648395089,26.03126705643189
february,63,61,0.0061,6.083305981931424,25.299758339155296
digital,63,49,0.0049,6.29841736154837,26.19438141688237
gb,63,60,0.006,6.099566502803205,25.36738394433556
tuesdays,63,63,0.0063,6.0515572836168445,25.1677192148161
eastern,63,63,0.0063,6.0515572836168445,25.1677192148161
period,63,63,0.0063,6.0515572836168445,25.1677192148161
column,63,56,0.0056,6.167389099141966,25.649450192918366
intensities,63,63,0.0063,6.0515572836168445,25.1677192148161
diuresis,63,63,0.0063,6.0515572836168445,25.1677192148161
occipital,63,44,0.0044,6.403777877206196,26.63256348310576
structural,63,63,0.0063,6.0515572836168445,25.1677192148161
blunted,63,51,0.0051,6.259196648395089,26.03126705643189
malformation,63,53,0.0053,6.2214563204122415,25.87430944482358
corrugation,63,54,0.0054,6.203107181744045,25.797997522422197
effacing,63,59,0.0059,6.116095804754416,25.436127378600194
fridays,63,63,0.0063,6.0515572836168445,25.1677192148161
retained,63,48,0.0048,6.318620068865889,26.27840211458327
cerebrospinal,63,47,0.0047,6.339239356068625,26.364155319321664
thursdays,63,63,0.0063,6.0515572836168445,25.1677192148161
plugging,62,61,0.0061,6.083305981931424,25.203956265005424
pedunculated,62,51,0.0051,6.259196648395089,25.932694993279185
instability,62,53,0.0053,6.2214563204122415,25.776331729828044
pre-contrast,62,52,0.0052,6.2401484534243945,25.853775755221022
interrogation,62,58,0.0058,6.132902923070796,25.409443074162755
small-volume,62,40,0.004,6.496868300272208,26.917400667650117
sample,62,59,0.0059,6.116095804754416,25.339808918615585
suspicion,62,61,0.0061,6.083305981931424,25.203956265005424
april,62,56,0.0056,6.167389099141966,25.55232394782367
surgeon,62,61,0.0061,6.083305981931424,25.203956265005424
extent,62,61,0.0061,6.083305981931424,25.203956265005424
auricle,62,60,0.006,6.099566502803205,25.271325793698512
notch,62,46,0.0046,6.360292765266458,26.35154982579229
flattened,62,57,0.0057,6.149997356430097,25.480267614641658
